id,x0,x1
191,3.04740797,2.57883803
192,3.22585711,2.81625097
193,3.40393311,3.05394393
194,3.57623304,3.29585658
195,3.73942277,3.54400596
196,3.89261118,3.79845106
197,4.03786735,4.05750635
198,4.17876282,4.31895896
199,4.31608604,4.58230537
200,4.45725523,4.84361029
201,4.60101695,5.10349790
202,4.75166650,5.35945436
203,4.91185607,5.60955095
204,5.08174088,5.85316571
205,5.26377427,6.08784175
206,5.45642374,6.31388419
207,5.65882556,6.53123759
208,5.86949500,6.74058751
209,6.08769432,6.94207711
210,6.31683384,7.13103233
211,6.55656227,7.30635855
212,6.80211776,7.47342590
213,7.05279979,7.63269774
214,7.30700395,7.78628564
215,7.56248587,7.93773857
216,7.81875729,8.08785172
217,8.07487138,8.23823316
218,8.33074892,8.38901671
219,8.57598441,8.53422194
220,8.80551737,8.67061703
221,9.01937612,8.79815303
222,9.21758912,8.91678106
223,9.40018490,9.02645231
224,9.56724481,9.12703056
225,9.71878813,9.21848341
226,9.85483415,9.30077848
227,9.97540225,9.37388342
228,10.08054527,9.43771089
229,10.17027297,9.49224473
230,10.24715794,9.53902830
231,10.31635441,9.58113350
232,10.37784278,9.61859255
233,10.43418913,9.65295952
234,10.48539673,9.68422903
235,10.53146882,9.71239573
236,10.57498135,9.73899760
237,10.55835151,9.73210930
238,10.52540283,9.71760467
239,10.47621035,9.69533137
240,10.41060484,9.66566798
241,10.32830926,9.62923396
242,10.22912451,9.58649773
243,10.11351364,9.53639656
244,9.98208605,9.47755109
245,9.84772929,9.41085581
246,9.71700868,9.33728869
247,9.59044373,9.25678208
248,9.46835681,9.16963402
249,9.35114508,9.07603162
250,9.23899275,8.97642311
251,9.13013254,8.87322691
252,9.02423327,8.76699442
253,8.92092312,8.65824234
254,8.81812661,8.54900463
255,8.71578857,8.43933729
256,8.61282059,8.33026120
257,8.50933974,8.22167153
258,8.40517866,8.11373420
259,8.30045385,8.00634372
260,8.19522413,7.89944795
261,8.08960333,7.79293857
262,7.98364845,7.68676154
263,7.87736052,7.58091790
264,7.77502248,7.47125056
265,7.67778455,7.35703678
266,7.58603479,7.23836927
267,7.49991256,7.11555655
268,7.41920725,6.98911822
269,7.34305394,6.85988713
270,7.26907650,6.72939829
271,7.19667584,6.59802803
272,7.12551651,6.46598126
273,7.05359783,6.33434652
274,6.97962040,6.20385768
275,6.90373792,6.07446738
276,6.82362933,5.94765013
277,6.73990238,5.82319211
278,6.65179815,5.70179342
279,6.55980004,5.58331832
280,6.45966414,5.47163663
281,6.35031884,5.36895456
282,6.23218173,5.27652284
283,6.10625297,5.19502469
284,5.97541697,5.12166299
285,5.84019870,5.05673210
286,5.70149685,4.99961996
287,5.56126370,4.94637839
288,5.42039957,4.89482944
289,5.27905585,4.84461037
290,5.13860092,4.79195667
291,4.99975003,4.73520784
292,4.86252722,4.67462814
293,4.72834552,4.60758135
294,4.59708915,4.53497442
295,4.46890673,4.45706893
296,4.34357876,4.37464987
297,4.22090148,4.28833484
298,4.10061949,4.19871206
299,3.98248238,4.10628034
300,3.86630692,4.01139481
301,3.75183897,3.91445624
302,3.63890778,3.81573163
303,3.52733101,3.71547883
304,3.41696963,3.61388964
305,3.30767811,3.51115033
306,3.19935973,3.40738556
307,3.09191444,3.30271699
308,2.98523929,3.19726362
309,2.87922882,3.09114208
310,2.77377546,2.98446693
311,2.67075038,2.87544476
312,2.57008930,2.76423619
313,2.47166069,2.65104693
314,2.37532279,2.53607298
315,2.28086371,2.41955053
316,2.18806131,2.30170438
317,2.09662252,2.18279707
318,2.00618309,2.06312790
319,1.91624572,1.94308095
320,1.82555585,1.82360147
321,1.73399260,1.70478997
322,1.64137543,1.58679820
323,1.54691634,1.47027575
324,1.45063866,1.35525137
325,1.35221005,1.24206211
326,1.25178211,1.13064296
327,1.14938666,1.02102922
328,1.05350648,0.92177706
329,0.96459782,0.83249520
330,0.88306445,0.75281891
331,0.80708963,0.68034253
332,0.73690253,0.61484619
333,0.67270813,0.55612584
334,0.61468821,0.50399438
335,0.56073011,0.45632339
336,0.51094952,0.41298873
337,0.46542733,0.37390254
338,0.42425543,0.33896152
339,0.38749607,0.30809488
340,0.40135426,0.31383513
341,0.42895507,0.32559079
342,0.47020710,0.34357051
343,0.52499424,0.36803209
344,0.59283954,0.40000107
345,0.67315809,0.44060809
346,0.76522321,0.49109584
347,0.86835198,0.55245101
348,0.98222249,0.62496658
349,1.10650488,0.70895401
350,1.24100096,0.80453540
351,1.38797367,0.91356761
352,1.54730947,1.03609558
353,1.71575913,1.17604454
354,1.89096816,1.33564027
355,2.07137478,1.51585806
356,2.25773449,1.71535507
357,2.45086105,1.93303174
358,2.64101345,2.16117876
359,2.82020757,2.39802992
360,2.98804553,2.64305934
361,3.14652904,2.89424050
362,3.29891734,3.14916560
363,3.44593346,3.40722618
364,3.59483730,3.66420214
365,3.74441340,3.92078740
366,3.89893197,4.17442692
367,4.06612788,4.41989490
368,4.24729992,4.65523655
369,4.44018599,4.88107712
370,4.64631301,5.09490100
371,4.86239041,5.29866449
372,5.09133193,5.48785957
373,5.32921124,5.66568655
374,5.57166400,5.83722565
375,5.81695675,6.00467852
376,6.06145768,6.17328544
377,6.30507245,6.34317024
378,6.54725545,6.51508997
379,6.78817172,6.68878035
380,7.02790015,6.86410657
381,7.26661480,7.04081060
382,7.50071781,7.22358035
383,7.73064682,7.41157411
384,7.95719283,7.60363114
385,8.18283129,7.79675360
386,8.40846975,7.98987606
387,8.63491518,8.18205168
388,8.84923511,8.36067970
389,9.05094748,8.52630916
390,9.23987399,8.67913511
391,9.41569160,8.81953871
392,9.57825220,8.94769116
393,9.72734856,9.06384311
394,9.86279366,9.16822522
395,9.98442014,9.26104762
396,10.09207976,9.34249949
397,10.18567964,9.41269966
398,10.26509671,9.47180912
399,10.33022593,9.51996703
400,10.39064729,9.56439966
401,10.44634178,9.60513202
402,10.49727104,9.64221584
403,10.54342007,9.67567129
404,10.58477391,9.70551857
405,10.62130391,9.73179706
406,10.60467408,9.72490875
407,10.57173300,9.71038687
408,10.52256387,9.68806207
409,10.45698946,9.65832999
410,10.37471297,9.62185289
411,10.27548352,9.57922055
412,10.15966380,9.52960409
413,10.02792990,9.47144758
414,9.89271163,9.40651669
415,9.76066486,9.33535736
416,9.63236022,9.25765331
417,9.50816585,9.17353578
418,9.38830753,9.08334718
419,9.27323276,8.98712974
420,9.16218244,8.88629410
421,9.05429966,8.78207651
422,8.94923799,8.67501557
423,8.84513343,8.56702371
424,8.74165259,8.45843405
425,8.63868461,8.34935795
426,8.53520377,8.24076829
427,8.43126897,8.13261303
428,8.32671298,8.02505819
429,8.22165131,7.91799725
430,8.11614210,7.81137733
431,8.01024282,7.70514484
432,7.90401033,7.59924556
433,7.79872466,7.49240489
434,7.69615715,7.38295213
435,7.59631397,7.27100866
436,7.49889677,7.15694777
437,7.40358608,7.04112086
438,7.30839673,6.92519421
439,7.21326810,6.80921774
440,7.11801807,6.69334094
441,7.02149969,6.57851846
442,6.92679677,6.46219410
443,6.83529574,6.34333468
444,6.74808376,6.22129341
445,6.66579599,6.09587921
446,6.58863006,5.96725021
447,6.51636701,5.83580420
448,6.44798867,5.70229614
449,6.38094187,5.56811445
450,6.31473949,5.43351414
451,6.24910149,5.29863770
452,6.18163348,5.16466730
453,6.11123587,5.03221287
454,6.03807977,4.90126179
455,5.95963803,4.77340682
456,5.87669473,4.64842519
457,5.78556756,4.52927890
458,5.68496472,4.41801763
459,5.57524381,4.31573702
460,5.45739766,4.22293462
461,5.33219932,4.14031880
462,5.20105716,4.06750579
463,5.06649153,4.00123294
464,4.93010611,3.93879082
465,4.79219459,3.87979580
466,4.65400660,3.82145132
467,4.51681552,3.76079978
468,4.38059405,3.69800082
469,4.24672979,3.63032246
470,4.11509506,3.55840378
471,3.98586397,3.48225047
472,3.85883744,3.40247416
473,3.73381239,3.31959631
474,3.61059520,3.23405378
475,3.48901225,3.14620399
476,3.36891823,3.05632949
477,3.25015469,2.96470404
478,3.13255191,2.87159344
479,3.01598001,2.77719538
480,2.90035298,2.68164231
481,2.78558105,2.58506382
482,2.67152015,2.48764661
483,2.55874418,2.38874474
484,2.44870249,2.28680934
485,2.34114765,2.18225334
486,2.23575016,2.07552299
487,2.13221247,1.96698752
488,2.03016189,1.85705264
489,1.92874617,1.74653182
490,1.82721478,1.63611725
491,1.72539467,1.52596888
492,1.62276987,1.41656983
493,1.51894839,1.30830580
494,1.41388672,1.20124486
495,1.30732206,1.09567984
496,1.19933020,0.99157529
497,1.09649510,0.89510798
498,1.00131030,0.80803987
499,0.91407600,0.73007080
500,0.83509658,0.66088083
501,0.76232661,0.59826668
502,0.69590577,0.54207708
503,0.63598837,0.49213806
504,0.58036751,0.44641805
505,0.52914118,0.40480238
506,0.48237434,0.36721432
507,0.44012524,0.33358378
508,0.40243003,0.30386727
509,0.36697438,0.27615631
510,0.38083257,0.28189656
511,0.40841488,0.29369557
512,0.44962916,0.31176164
513,0.50437781,0.33630925
514,0.57225655,0.36820716
515,0.65274449,0.40847739
516,0.74517723,0.45828892
517,0.84894284,0.51856078
518,0.96345430,0.59005992
519,1.08839249,0.67306865
520,1.22353605,0.76773235
521,1.37113430,0.87591625
522,1.53104573,0.99769202
523,1.70310110,1.13318352
524,1.88642261,1.28339080
525,2.07805370,1.45162434
526,2.27180008,1.64395567
527,2.46412751,1.86233872
528,2.65030963,2.09373712
529,2.82563584,2.33346555
530,2.99398663,2.57814291
531,3.15847343,2.82543443
532,3.32899543,3.06860360
533,3.50918009,3.30470207
534,3.69777515,3.53413812
535,3.89569665,3.75557904
536,4.10092620,3.97026447
537,4.31550414,4.17560640
538,4.53600992,4.37456921
539,4.76265647,4.56650759
540,4.99424971,4.75244729
541,5.22555059,4.93875054
542,5.45655855,5.12541689
543,5.68638909,5.31353101
544,5.91513237,5.50296573
545,6.14288063,5.69359554
546,6.36972806,5.88529647
547,6.59577049,6.07794594
548,6.82080113,6.27177631
549,7.04286274,6.46900116
550,7.26053381,6.67106131
551,7.47349240,6.87808218
552,7.68184723,7.08973582
553,7.88786226,7.30366760
554,8.09252906,7.51888958
555,8.29887988,7.73249749
556,8.50745625,7.94393283
557,8.71740348,8.14974381
558,8.91780565,8.33951991
559,9.10771870,8.51415391
560,9.28666085,8.67409048
561,9.45410466,8.81985251
562,9.60957380,8.95193335
563,9.75264063,9.07079411
564,9.88292392,9.17686138
565,10.00013565,9.27046378
566,10.10396842,9.35196689
567,10.19415573,9.42169672
568,10.27050087,9.47989826
569,10.33519886,9.52863398
570,10.39533985,9.57344537
571,10.44844917,9.61262956
572,10.49689769,9.64802364
573,10.54306423,9.68145492
574,10.58448049,9.71121552
575,10.62110656,9.73735994
576,10.60447673,9.73047164
577,10.57154326,9.71593251
578,10.52238583,9.69358196
579,10.45684258,9.66378124
580,10.37460434,9.62721799
581,10.27544198,9.58442984
582,10.15967428,9.53469211
583,10.02800136,9.47639769
584,9.89288525,9.41125448
585,9.76098780,9.33981875
586,9.63284619,9.26184615
587,9.50882826,9.17746869
588,9.38915910,9.08702926
589,9.27428610,8.99057102
590,9.16344721,8.88950301
591,9.05572826,8.78511609
592,8.95083489,8.67789025
593,8.84690010,8.56973500
594,8.74358996,8.46098292
595,8.64079344,8.35174522
596,8.53742637,8.24304725
597,8.43354822,8.13483759
598,8.32904855,8.02722802
599,8.22404295,7.92011208
600,8.11858959,7.81343693
601,8.01274595,7.70714900
602,7.90656892,7.60119412
603,7.80011486,7.49551756
604,7.69338451,7.39012007
605,7.58643365,7.28494634
606,7.47931771,7.17994074
607,7.37515663,7.07200340
608,7.27414667,6.96111161
609,7.17649079,6.84725500
610,7.08227596,6.73053496
611,6.99146102,6.61115051
612,6.90386607,6.48938383
613,6.81909942,6.36563160
614,6.73576389,6.24091116
615,6.65268975,6.11601645
616,6.56974645,5.99103482
617,6.48621510,5.86644544
618,6.40073710,5.74318347
619,6.31276004,5.62169258
620,6.22548418,5.49969699
621,6.14149675,5.37541460
622,6.06225323,5.24805502
623,5.98834413,5.11752745
624,5.91982601,4.98409107
625,5.85624352,4.84823355
626,5.79508956,4.71126570
627,5.73479739,4.57391631
628,5.67522521,4.43625311
629,5.61486113,4.29893531
630,5.55071012,4.16334532
631,5.48317197,4.02941026
632,5.41097776,3.89792644
633,5.33266995,3.76998939
634,5.24900818,3.64548755
635,5.15888236,3.52558203
636,5.06332929,3.40995499
637,4.96284302,3.29858844
638,4.85823072,3.19108836
639,4.75012990,3.08709695
640,4.63907958,2.98626131
641,4.52553032,2.88824822
642,4.40985328,2.79275570
643,4.29239689,2.69946048
644,4.17339389,2.60814627
645,4.05306499,2.51858648
646,3.93157410,2.43060942
647,3.80912321,2.34397352
648,3.68581651,2.25856007
649,3.56175442,2.17424756
650,3.43707763,2.09084673
651,3.31183604,2.00829648
652,3.18612108,1.92646893
653,3.06105266,1.84365655
654,2.93659464,1.75992961
655,2.81270941,1.67535745
656,2.68931333,1.59007317
657,2.56636549,1.50414397
658,2.44373342,1.41776471
659,2.32132791,1.33106470
660,2.19901326,1.24423656
661,2.07660775,1.15753655
662,1.95393047,1.07122152
663,1.83053439,0.98593724
664,1.70616412,0.90208001
665,1.58074991,0.81979224
666,1.45405866,0.73948455
667,1.32851990,0.66300566
668,1.21214022,0.59458951
669,1.10526665,0.53370405
670,1.00813693,0.47997492
671,0.91834513,0.43158658
672,0.83869624,0.38968127
673,0.76399197,0.35127200
674,0.69702444,0.31750293
675,0.63517222,0.28692022
676,0.57850968,0.25938193
677,0.52710093,0.23476202
678,0.48098892,0.21297481
679,0.43748261,0.19269673
680,0.45134080,0.19843698
681,0.47886095,0.21038024
682,0.51989346,0.22885543
683,0.57430287,0.25414607
684,0.64175826,0.28692975
685,0.72175542,0.32816633
686,0.81363487,0.37899118
687,0.91673150,0.44040034
688,1.03048796,0.51309469
689,1.15459417,0.59734223
690,1.28883957,0.69327541
691,1.43546902,0.80276881
692,1.59429017,0.92596313
693,1.76520443,1.06289127
694,1.94813207,1.21357796
695,2.14298621,1.37806767
696,2.35269711,1.55285422
697,2.57980236,1.73479983
698,2.81665351,1.91399395
699,3.05820477,2.08680016
700,3.30288214,2.25515095
701,3.54896127,2.42144605
702,3.79608040,2.58619172
703,4.04146080,2.75351613
704,4.28525333,2.92314573
705,4.52534844,3.09796947
706,4.76201181,3.27741152
707,4.99447870,3.46225780
708,5.22272525,3.65229072
709,5.44683999,3.84717937
710,5.66724156,4.04625761
711,5.88438289,4.24888693
712,6.09853029,4.45467782
713,6.31007481,4.66314345
714,6.51920399,4.87403201
715,6.72622487,5.08699059
716,6.92942197,5.30360070
717,7.12792252,5.52452270
718,7.32021668,5.75086747
719,7.50506295,5.98333436
720,7.68214174,6.22177115
721,7.85215408,6.46529693
722,8.01883552,6.71111454
723,8.18345177,6.95831990
724,8.34767951,7.20578353
725,8.51564576,7.45072504
726,8.68807233,7.69254744
727,8.86701831,7.92958612
728,9.04123290,8.14750876
729,9.20927947,8.34721192
730,9.36997825,8.52948891
731,9.52227535,8.69511075
732,9.66539245,8.84466507
733,9.79847466,8.97886688
734,9.92083727,9.09831726
735,10.03192978,9.20351923
736,10.13120714,9.29500150
737,10.21819606,9.37324424
738,10.29252558,9.43863631
739,10.35611316,9.49352365
740,10.41329635,9.54205284
741,10.46623075,9.58631287
742,10.51252156,9.62448564
743,10.55672482,9.66047275
744,10.59645989,9.69244342
745,10.63165280,9.72048730
746,10.61502297,9.71359899
747,10.58208189,9.69907711
748,10.53290108,9.67677806
749,10.46729556,9.64711467
750,10.38494286,9.61080996
751,10.28560213,9.56843756
752,10.16965292,9.51912447
753,10.03773697,9.46138210
754,9.90218058,9.39716011
755,9.76965250,9.32690123
756,9.64074154,9.25020727
757,9.51584684,9.16713313
758,9.39509723,9.07814137
759,9.27902120,8.98313424
760,9.16707774,8.88329106
761,9.05837977,8.77992399
762,8.95259179,8.67358065
763,8.84792322,8.56613536
764,8.74398843,8.45798011
765,8.64062136,8.34928214
766,8.53679988,8.24101811
767,8.43258230,8.13313532
768,8.32780127,8.02579970
769,8.22251560,7.91895904
770,8.11683905,7.81250498
771,8.01082858,7.70638344
772,7.90448525,7.60059547
773,7.79786532,7.49508626
774,7.69102466,7.38980059
775,7.58396372,7.28473892
776,7.47673788,7.17984555
777,7.36995236,7.07450395
778,7.26596095,6.96640313
779,7.16448738,6.85593542
780,7.06423458,6.74435865
781,6.96503780,6.63184199
782,6.86637234,6.51885913
783,6.76877609,6.40495140
784,6.67292063,6.28957492
785,6.57950247,6.17221629
786,6.48912571,6.05249979
787,6.40216952,5.93027614
788,6.31876870,5.80559934
789,6.23879295,5.67869828
790,6.16189659,5.54990795
791,6.08655676,5.42020093
792,6.01114903,5.29053338
793,5.93567341,5.16090533
794,5.85952010,5.03167425
795,5.78054349,4.90414897
796,5.69904534,4.77822022
797,5.61414915,4.65455682
798,5.52553717,4.53352824
799,5.43366318,4.41495686
800,5.33798908,4.29942995
801,5.23908721,4.18665398
802,5.13720944,4.07655894
803,5.03282252,3.96883999
804,4.92631315,3.86321919
805,4.81799477,3.75945442
806,4.70811333,3.65734629
807,4.59690476,3.55668521
808,4.48454405,3.45731181
809,4.37120032,3.35906112
810,4.25698654,3.26182320
811,4.14201259,3.16548530
812,4.02638556,3.06993223
813,3.91021010,2.97504670
814,3.79353942,2.88077077
815,3.67642577,2.78704568
816,3.55892055,2.69381197
817,3.44107440,2.60100957
818,3.32391169,2.50734582
819,3.20743871,2.41282574
820,3.09166173,2.31745441
821,2.97653659,2.22129723
822,2.86206864,2.12435866
823,2.74826317,2.02664317
824,2.63507391,1.92821456
825,2.52240157,1.82919464
826,2.41014499,1.72970364
827,2.29814927,1.62991908
828,2.18625810,1.53001730
829,2.07426237,1.43023275
830,1.96195371,1.33080053
831,1.84855855,1.23260920
832,1.73398915,1.13579055
833,1.61821216,1.04041922
834,1.50085354,0.94700106
835,1.38194623,0.85556227
836,1.26374876,0.76816458
837,1.15387053,0.68973132
838,1.05518941,0.62145222
839,0.96305804,0.55954251
840,0.88022784,0.50531929
841,0.80439020,0.45685639
842,0.73316193,0.41233074
843,0.66923445,0.37310987
844,0.61013958,0.33748970
845,0.55596327,0.30533495
846,0.50676479,0.27655111
847,0.46259750,0.25105111
848,0.42090318,0.22726909
849,0.43476138,0.23300934
850,0.46230648,0.24489494
851,0.50340643,0.26321961
852,0.55794752,0.28822502
853,0.62553964,0.32072586
854,0.70564448,0.36175287
855,0.79760366,0.41243333
856,0.90076454,0.47373449
857,1.01459706,0.54630968
858,1.13879143,0.63042721
859,1.27313721,0.72621975
860,1.41988124,0.83555954
861,1.57883132,0.95858747
862,1.74988887,1.09533656
863,1.93297421,1.24583161
864,2.12800049,1.41011718
865,2.33494009,1.58817616
866,2.55382591,1.77993121
867,2.77905940,1.97352583
868,3.00670782,2.16427487
869,3.23693185,2.35190722
870,3.46949549,2.53663175
871,3.70398077,2.71891080
872,3.93837058,2.90131259
873,4.17266486,3.08383709
874,4.40628857,3.26721910
875,4.63817360,3.45279478
876,4.86829935,3.64054765
877,5.09574790,3.83153497
878,5.32067701,4.02548315
879,5.54273863,4.22270799
880,5.76219962,4.42282264
881,5.97923483,4.62556563
882,6.19413505,4.83057025
883,6.40709364,5.03759112
884,6.61831044,5.24638878
885,6.82588812,5.45880466
886,7.02885828,5.67562743
887,7.22596682,5.89779228
888,7.41659664,6.12554055
889,7.60046754,6.35877968
890,7.77816995,6.59675206
891,7.95362166,6.83638865
892,8.12756424,7.07712291
893,8.30150681,7.31785716
894,8.47908459,7.55592255
895,8.66099508,7.79069387
896,8.84697071,8.01839777
897,9.02698639,8.22761143
898,9.19982277,8.41916191
899,9.36438869,8.59385610
900,9.51971395,8.75246903
901,9.66509221,8.89558144
902,9.79981056,9.02382717
903,9.92323644,9.13780108
904,10.03481320,9.23805388
905,10.13410162,9.32503556
906,10.22067149,9.39920871
907,10.29419021,9.46094199
908,10.35665582,9.51250794
909,10.41251531,9.55793610
910,10.46400210,9.59922908
911,10.51104322,9.63647332
912,10.55357258,9.66974874
913,10.59390319,9.70096479
914,10.62961843,9.72834035
915,10.61298860,9.72145205
916,10.58004752,9.70693017
917,10.53087839,9.68460537
918,10.46530398,9.65487329
919,10.38300840,9.61843927
920,10.28375664,9.57585890
921,10.16788503,9.52636375
922,10.03605994,9.46841423
923,9.90063835,9.40390847
924,9.76829467,9.33330288
925,9.63962528,9.25620431
926,9.51499218,9.17273821
927,9.39456956,9.08330448
928,9.27889251,8.98781197
929,9.16736825,8.88750076
930,9.05904987,8.78373598
931,8.95359650,8.67706083
932,8.84926600,8.56928724
933,8.74561471,8.46086026
934,8.64253256,8.35189205
935,8.53893806,8.24341081
936,8.43489007,8.13536446
937,8.33027777,8.02786437
938,8.22516006,7.92085846
939,8.11959504,7.81429380
940,8.01364015,7.70811677
941,7.90735222,7.60227312
942,7.80078756,7.49670811
943,7.69400204,7.39136651
944,7.58699612,7.28624880
945,7.47982522,7.18129929
946,7.37248960,7.07651827
947,7.26504431,6.97184970
948,7.15992659,6.86484378
949,7.05718729,6.75555227
950,6.95687608,6.64402801
951,6.85898195,6.53037617
952,6.76342888,6.41474914
953,6.67007217,6.29734162
954,6.57869566,6.17838644
955,6.48900991,6.05815140
956,6.39963925,5.93768196
957,6.31007946,5.81735306
958,6.22033077,5.69716499
959,6.12926599,5.57797100
960,6.03671061,5.45993075
961,5.94280168,5.34296447
962,5.84676511,5.22773870
963,5.74887098,5.11408686
964,5.64885208,5.00230037
965,5.54703197,4.89215199
966,5.44355113,4.78356233
967,5.33865776,4.67633649
968,5.23253622,4.57032602
969,5.12536532,4.46537652
970,5.01726450,4.36138511
971,4.90840429,4.25818891
972,4.79884418,4.15573608
973,4.68869581,4.05391597
974,4.57801581,3.95267399
975,4.46691271,3.85189651
976,4.35544099,3.75152692
977,4.24365449,3.65150802
978,4.13155433,3.55184080
979,4.01919363,3.45246740
980,3.90662504,3.35332955
981,3.79384907,3.25442768
982,3.68091789,3.15570308
983,3.56855718,3.05632968
984,3.45677069,2.95631078
985,3.34556211,2.85564970
986,3.23498820,2.75429187
987,3.12505332,2.65224129
988,3.01581561,2.54944477
989,2.90728015,2.44590709
990,2.79945195,2.34163303
991,2.69233601,2.23662743
992,2.58588196,2.13095087
993,2.48003831,2.02466294
994,2.37469672,1.91787742
995,2.26969112,1.81076149
996,2.16479774,1.70353565
997,2.05979214,1.59641971
