id,x0,x1
756,9.27665652,8.99232071
757,9.16576473,8.89131075
758,9.05799114,8.78698025
759,8.95304164,8.67980935
760,8.84910685,8.57165409
761,8.74579670,8.46290202
762,8.64300019,8.35366431
763,8.53963312,8.24496634
764,8.43575497,8.13675668
765,8.33125530,8.02914711
766,8.22624970,7.92203118
767,8.12079634,7.81535602
768,8.01495270,7.70906810
769,7.90877567,7.60311321
770,7.80232161,7.49743666
771,7.69559126,7.39203916
772,7.58864040,7.28686543
773,7.48296384,7.18041137
774,7.37835155,7.07291129
775,7.27487070,6.96432163
776,7.17380270,6.85348274
777,7.07584908,6.73988218
778,6.98157315,6.62321150
779,6.89144732,6.50330597
780,6.80564691,6.38026821
781,6.72408284,6.25438215
782,6.64637878,6.12607751
783,6.57110688,5.99633106
784,6.49637911,5.86627045
785,6.42212855,5.73593683
786,6.34801450,5.60552553
787,6.27132054,5.47661456
788,6.19234393,5.34908929
789,6.11071396,5.22324595
790,6.02260972,5.10184725
791,5.92525225,4.98773536
792,5.81813631,4.88272976
793,5.70186156,4.78796595
794,5.57762316,4.70391346
795,5.44811382,4.62823432
796,5.31389704,4.56125779
797,5.17601643,4.50219057
798,5.03669500,4.44660695
799,4.89662981,4.39292509
800,4.75601015,4.34071291
801,4.61657261,4.28542121
802,4.47869200,4.22635398
803,4.34240483,4.16369771
804,4.20911225,4.09490027
805,4.07866215,4.02085453
806,3.95126109,3.94167770
807,3.82667171,3.85814636
